,0
195,27.163333333333334
196,31.32333333333333
197,33.52
198,29.933333333333337
199,32.71
200,35.2
201,31.026666666666664
202,25.416666666666664
203,32.10666666666667
204,31.583333333333332
205,30.413333333333334
206,37.03333333333333
207,35.67
208,31.060000000000002
209,31.65
210,30.560000000000002
211,29.956666666666667
212,33.61
213,34.53666666666667
214,34.39333333333333
215,33.7
216,27.793333333333333
217,27.173333333333336
218,32.459999999999994
219,32.903333333333336
220,32.6
221,28.523333333333333
222,28.73333333333333
223,33.95666666666667
224,31.333333333333332
225,31.46333333333333
226,26.196666666666665
227,31.893333333333334
228,34.306666666666665
229,31.836666666666662
230,28.623333333333335
231,32.489999999999995
232,28.529999999999994
233,32.010000000000005
234,33.86
235,35.44333333333334
236,34.55
237,31.45333333333333
238,33.766666666666666
239,31.193333333333335
240,32.73
241,30.243333333333332
242,28.336666666666666
243,33.67
244,31.433333333333337
245,32.55
246,38.42333333333333
247,32.46666666666667
248,32.220000000000006
249,31.60333333333333
250,33.653333333333336
251,32.67
252,30.130000000000003
253,25.55
254,32.656666666666666
255,28.01666666666667
256,25.109999999999996
257,34.46666666666667
258,32.74666666666667
259,22.423333333333332
260,33.336666666666666
261,36.93333333333333
262,31.886666666666663
263,32.906666666666666
264,35.09
265,34.13333333333334
266,32.723333333333336
267,39.24666666666667
268,30.606666666666666
269,26.95333333333333
270,34.763333333333335
271,32.6
272,25.619999999999997
273,27.743333333333332
274,34.473333333333336
275,32.03333333333334
276,24.71666666666667
277,35.00333333333333
278,31.066666666666663
279,32.690000000000005
280,32.17
281,26.72
282,29.093333333333334
283,38.96
284,34.76
285,28.560000000000002
286,32.410000000000004
287,32.61
288,33.71
289,25.663333333333334
290,28.060000000000002
291,35.57666666666667
292,33.92333333333333
293,28.576666666666664
294,32.406666666666666
295,29.496666666666663
296,29.4
297,35.196666666666665
298,34.93
299,33.72666666666667
300,28.826666666666664
301,37.32333333333334
302,34.38666666666667
303,35.45
304,31.590000000000003
305,31.160000000000004
306,29.096666666666664
307,34.86333333333333
308,34.96333333333333
309,34.443333333333335
310,35.5
311,28.54
312,33.83333333333333
313,36.943333333333335
314,31.676666666666666
315,34.61333333333333
316,34.35333333333334
317,32.05666666666666
318,32.02
319,33.013333333333335
320,33.54333333333334
321,33.7
322,31.24
323,25.566666666666666
324,34.42333333333333
325,35.32666666666667
326,31.77333333333333
327,33.629999999999995
328,32.59
329,32.81
330,25.8
331,36.879999999999995
332,31.256666666666668
333,33.22333333333333
334,32.050000000000004
335,34.35333333333333
336,32.75
337,32.35333333333334
338,30.866666666666664
339,34.75333333333334
340,36.19
341,35.13333333333333
342,25.976666666666667
343,31.509999999999998
344,31.946666666666665
345,35.166666666666664
346,30.666666666666668
347,27.15
348,36.92999999999999
349,30.153333333333336
350,33.14333333333333
351,35.339999999999996
352,37.17
353,37.47666666666667
354,31.59666666666667
355,28.5
356,35.01
357,34.38666666666667
358,29.72
359,32.57333333333334
360,38.07666666666667
361,26.53333333333333
362,27.366666666666667
363,31.559999999999995
364,33.11
365,32.120000000000005
366,25.296666666666667
367,36.93333333333334
368,38.65
369,29.273333333333333
370,30.880000000000003
371,32.16666666666667
372,31.629999999999995
373,33.529999999999994
374,34.866666666666674
375,34.77333333333333
376,27.233333333333338
377,34.92333333333333
378,31.04
379,33.11
380,33.03333333333333
381,33.53
382,32.00333333333334
383,35.82
384,36.67333333333333
385,28.93
386,35.78666666666667
387,32.626666666666665
388,34.846666666666664
389,33.239999999999995
390,31.623333333333335
391,32.89333333333333
392,28.813333333333333
393,40.21333333333334
394,34.10333333333334
395,34.14
396,27.726666666666667
397,37.416666666666664
398,29.186666666666667
399,33.33
400,35.97666666666667
401,36.04333333333334
402,28.736666666666668
403,29.543333333333333
404,34.276666666666664
405,33.03333333333334
406,32.92333333333333
407,29.189999999999998
408,27.516666666666662
409,40.93
410,31.293333333333333
411,31.729999999999997
412,31.03333333333333
413,30.220000000000006
414,34.67666666666666
415,29.526666666666664
416,32.88000000000001
417,33.903333333333336
418,28.459999999999997
419,32.68666666666666
420,34.45333333333333
421,32.92666666666666
422,30.106666666666666
423,27.753333333333337
424,32.16666666666667
425,34.86333333333333
426,34.91
427,25.5
428,29.886666666666667
429,33.220000000000006
430,36.12333333333333
431,33.230000000000004
432,34.940000000000005
433,33.39666666666666
434,31.290000000000003
435,33.18333333333334
436,30.106666666666666
437,30.689999999999998
438,33.39666666666666
439,33.51
440,35.39666666666666
441,30.040000000000003
442,33.279999999999994
443,29.493333333333332
444,32.43666666666666
445,31.893333333333334
446,29.163333333333334
447,31.943333333333335
448,33.406666666666666
449,33.333333333333336
450,28.573333333333334
451,32.25666666666666
452,31.07
453,36.476666666666674
454,33.263333333333335
455,34.263333333333335
456,34.43333333333333
457,34.89333333333334
458,33.60333333333333
459,31.089999999999996
460,28.326666666666664
461,23.76
462,28.51
463,31.93
464,34.583333333333336
465,33.82666666666667
466,31.46333333333333
467,37.95333333333333
468,33.39
469,33.873333333333335
470,40.04666666666667
471,30.896666666666665
472,31.903333333333336
473,30.306666666666672
474,26.156666666666666
475,31.626666666666665
476,33.67999999999999
477,32.1
478,32.519999999999996
479,34.00666666666667
480,36.47
481,31.366666666666667
482,24.293333333333333
483,34.300000000000004
484,30.669999999999998
485,30.57333333333333
486,30.94666666666667
487,36.82666666666667
488,33.976666666666674
489,30.84333333333334
490,30.330000000000002
491,29.43
492,29.26666666666667
493,28.53666666666667
494,31.959999999999997
495,30.089999999999996
496,29.756666666666668
497,24.083333333333336
498,26.32
499,26.013333333333332
500,34.56333333333333
501,31.06666666666667
502,33.763333333333335
503,32.82333333333334
504,32.38333333333334
505,31.49
506,33.51
507,27.78333333333333
508,28.47
509,29.160000000000004
510,32.46666666666667
511,30.746666666666663
512,32.56333333333333
513,30.040000000000003
514,26.50333333333333
515,28.896666666666665
516,35.650000000000006
517,28.110000000000003
518,31.49666666666667
519,29.78666666666667
520,30.57
521,29.083333333333336
522,30.21666666666666
523,32.656666666666666
524,30.836666666666662
525,29.49666666666667
526,30.940000000000005
527,28.473333333333336
528,26.093333333333334
529,29.089999999999996
530,31.560000000000002
531,32.25
532,29.72
533,25.523333333333333
534,24.64666666666667
535,33.92333333333333
536,35.67
537,27.84666666666667
538,29.426666666666666
539,30.066666666666663
540,33.14666666666666
541,33.26333333333333
542,33.196666666666665
543,34.260000000000005
544,31.54
545,29.340000000000003
546,28.79333333333333
547,30.46333333333333
548,30.383333333333333
549,33.57666666666667
550,30.220000000000006
551,32.74666666666667
552,33.60666666666666
553,23.92
554,29.606666666666666
555,33.029999999999994
556,32.25666666666667
557,25.78666666666667
558,31.95999999999999
559,31.410000000000004
560,33.03333333333333
561,28.05
562,32.980000000000004
563,28.846666666666664
564,30.523333333333333
565,33.589999999999996
566,36.230000000000004
567,30.78
568,28.676666666666666
569,31.943333333333335
570,34.54
571,34.58
572,27.356666666666666
573,33.163333333333334
574,29.226666666666667
575,27.78
576,34.29
577,35.14666666666666
578,29.79
579,38.839999999999996
580,31.78666666666667
581,34.32
582,35.22
583,34.17666666666666
584,32.84
585,36.92333333333333
586,34.78666666666667
587,36.11666666666667
588,33.60333333333333
589,35.300000000000004
590,29.95333333333333
591,29.723333333333336
592,31.306666666666665
593,29.30333333333333
594,35.85
595,33.686666666666675
596,36.29333333333334
597,32.99666666666667
598,35.46
599,37.983333333333334
600,36.163333333333334
601,35.21
602,34.24333333333333
603,35.160000000000004
604,35.88666666666666
605,32.35666666666667
606,35.92666666666666
607,32.02
608,37.876666666666665
609,36.93666666666667
610,33.50333333333333
611,34.733333333333334
612,33.06333333333333
613,32.05
614,29.663333333333334
615,32.71333333333333
616,35.07000000000001
617,33.089999999999996
618,35.50333333333334
619,33.88333333333334
620,33.306666666666665
621,33.72666666666667
622,32.49333333333333
623,30.4
624,34.11666666666667
625,34.483333333333334
626,30.220000000000006
627,28.81666666666667
628,31.55
629,31.043333333333333
630,33.35333333333333
631,36.29333333333334
632,36.43
633,28.736666666666668
634,31.590000000000003
635,33.55333333333333
636,30.99
637,26.629999999999995
638,24.733333333333334
639,29.28
640,29.53
641,26.189999999999998
642,30.833333333333336
643,25.44333333333333
644,29.42666666666667
645,27.630000000000003
646,30.330000000000005
647,31.74
648,31.116666666666667
649,30.946666666666665
650,28.756666666666668
651,28.416666666666668
652,25.243333333333332
653,28.130000000000003
654,28.47666666666667
655,25.703333333333337
656,26.54666666666667
657,33.209999999999994
658,32.8
659,33.88666666666667
660,34.910000000000004
661,31.926666666666666
662,32.736666666666665
663,31.063333333333333
664,28.586666666666666
665,38.733333333333334
666,32.88333333333334
667,32.84
668,33.86333333333333
669,31.913333333333338
670,32.35
671,25.339999999999996
672,31.666666666666664
673,31.20333333333333
674,26.886666666666667
675,32.486666666666665
676,28.386666666666667
677,30.05
678,31.92333333333333
679,31.47333333333333
680,33.519999999999996
681,30.94666666666667
682,29.53
683,32.43000000000001
684,33.09666666666667
685,27.940000000000005
686,33.79666666666667
687,32.74666666666666
688,33.61666666666666
689,32.519999999999996
690,35.96333333333333
691,26.576666666666664
692,31.96333333333333
693,34.516666666666666
694,34.916666666666664
695,35.589999999999996
696,31.95
697,34.89333333333333
698,28.639999999999997
699,34.47666666666667
700,31.32
701,34.943333333333335
702,34.88333333333334
703,31.706666666666667
704,29.9
705,34.61
706,35.03
707,33.06
708,31.4
709,29.28333333333333
710,34.35666666666667
711,33.46333333333333
712,33.36666666666667
713,35.59
714,38.06666666666667
715,35.379999999999995
716,35.15
717,35.873333333333335
718,34.16333333333334
719,32.18000000000001
720,32.11333333333333
721,35.42
722,38.413333333333334
723,37.24
724,32.343333333333334
725,33.5
726,35.69
727,34.093333333333334
728,31.096666666666664
729,29.079999999999995
730,30.389999999999997
731,32.96333333333333
732,30.583333333333336
733,34.559999999999995
734,33.12333333333333
735,40.943333333333335
736,36.46333333333333
737,33.970000000000006
738,33.03
739,33.96666666666667
740,29.936666666666667
741,34.973333333333336
742,33.723333333333336
743,32.11666666666666
744,33.306666666666665
745,31.203333333333337
746,34.35
747,29.869999999999997
748,36.70666666666666
749,30.633333333333333
750,32.093333333333334
751,31.063333333333333
752,33.85333333333334
753,30.616666666666667
754,31.313333333333333
755,33.82333333333334
756,25.583333333333336
757,29.060000000000002
758,27.976666666666667
759,30.68666666666666
760,32.85333333333334
761,33.79
762,31.473333333333336
763,32.339999999999996
764,27.00666666666667
765,35.873333333333335
766,33.72666666666667
767,30.75333333333333
768,27.506666666666668
769,30.443333333333335
770,29.49
771,34.736666666666665
772,29.059999999999995
773,33.413333333333334
774,33.483333333333334
775,31.32
776,33.86
777,33.10333333333333
778,26.44666666666667
779,32.53666666666667
780,29.663333333333334
781,31.32333333333333
782,30.063333333333333
783,31.60333333333333
784,34.33666666666667
785,32.2
786,33.45333333333333
787,24.873333333333335
788,26.73333333333333
789,35.593333333333334
790,37.00333333333333
791,41.02666666666667
792,29.9
793,33.233333333333334
794,35.516666666666666
795,40.349999999999994
796,31.21666666666667
797,34.473333333333336
798,33.959999999999994
799,30.310000000000002
800,33.21
801,34.61333333333333
802,22.526666666666664
803,32.64333333333333
804,35.79333333333334
805,32.99666666666666
806,31.71666666666666
807,31.240000000000002
808,33.593333333333334
809,30.02333333333333
810,31.486666666666668
811,36.7
812,30.45
813,33.27666666666667
814,30.616666666666664
815,28.529999999999994
816,27.95
817,33.07666666666667
818,26.973333333333336
819,31.133333333333333
820,31.01666666666667
821,32.24
822,30.07
823,26.856666666666666
824,31.97
825,40.93666666666666
826,31.046666666666663
827,30.27
828,28.896666666666665
829,32.29333333333333
830,34.84666666666667
831,36.53666666666667
832,34.81333333333334
833,36.92333333333333
834,35.66666666666667
835,30.223333333333336
836,37.236666666666665
837,33.023333333333326
838,33.026666666666664
839,29.8
840,29.340000000000003
841,27.689999999999998
842,31.55
843,31.886666666666667
844,24.62666666666667
845,32.763333333333335
846,35.339999999999996
847,32.53333333333334
848,25.860000000000003
849,30.74333333333333
850,31.79
851,34.96
852,27.583333333333332
853,29.21333333333333
854,29.55
855,28.926666666666666
856,28.2
857,28.03666666666667
858,31.073333333333334
859,29.126666666666665
860,29.10333333333333
861,30.28333333333333
862,28.113333333333333
863,25.889999999999997
864,26.560000000000002
865,26.81666666666667
866,28.486666666666668
867,33.156666666666666
868,29.003333333333337
869,32.61666666666667
870,29.443333333333335
871,27.936666666666667
872,30.186666666666667
873,30.306666666666665
874,26.126666666666665
875,28.119999999999997
876,25.869999999999997
877,30.486666666666668
878,24.163333333333334
879,30.766666666666662
880,31.26
881,29.26
882,31.559999999999995
883,28.886666666666667
884,27.130000000000003
885,28.98333333333333
886,25.42
887,30.176666666666666
888,35.64
889,27.413333333333334
890,31.973333333333336
891,23.03666666666667
892,31.063333333333333
893,32.336666666666666
894,24.499999999999996
895,26.49
896,28.583333333333332
897,29.21666666666666
898,36.08333333333333
899,30.50666666666667
900,33.59
901,31.509999999999998
902,28.796666666666663
903,31.673333333333336
904,41.84
905,26.72
906,29.03666666666667
907,28.57333333333333
908,25.023333333333333
909,24.303333333333335
910,28.57
911,30.52
912,33.25666666666667
913,30.47
914,30.53333333333334
915,33.41666666666667
916,29.686666666666667
917,27.10333333333333
918,32.443333333333335
919,31.07
920,32.07666666666667
921,30.323333333333334
922,25.073333333333334
923,34.74333333333333
924,25.436666666666664
925,34.03333333333333
926,28.356666666666666
927,35.910000000000004
928,32.88
929,38.39999999999999
930,32.15
931,41.74333333333334
932,28.543333333333333
933,34.19
934,32.733333333333334
935,31.78666666666667
936,32.61
937,24.476666666666667
938,36.040000000000006
939,28.03
940,28.163333333333334
941,33.2
942,31.26
943,30.22
944,33.45333333333333
945,35.010000000000005
946,34.6
947,33.473333333333336
948,35.50333333333333
949,36.756666666666675
950,35.18
951,33.656666666666666
952,26.910000000000004
953,37.68666666666667
954,26.43
955,36.556666666666665
956,27.29
957,27.163333333333334
958,24.82333333333333
959,30.860000000000003
960,35.846666666666664
961,30.826666666666664
962,33.58333333333333
963,32.626666666666665
964,33.22666666666667
965,28.953333333333337
966,25.446666666666665
967,25.866666666666667
968,31.113333333333337
969,24.793333333333333
970,31.776666666666664
971,31.106666666666666
972,28.236666666666668
973,25.45
974,31.493333333333332
975,33.92666666666666
976,31.343333333333334
977,31.7
978,26.73
979,25.21333333333333
980,23.09
981,24.72
982,24.380000000000003
983,34.99333333333333
984,32.976666666666674
985,24.46333333333333
986,33.25666666666667
987,29.243333333333332
988,32.169999999999995
989,26.023333333333333
990,24.13333333333333
991,29.860000000000003
992,32.10333333333333
993,30.78333333333334
994,25.68
995,33.336666666666666
996,34.086666666666666
997,35.39666666666666
998,32.343333333333334
999,34.693333333333335
1000,33.506666666666675
1001,29.796666666666663
1002,31.74
1003,32.62333333333333
1004,37.63666666666667
1005,39.089999999999996
1006,33.10333333333334
1007,28.563333333333333
1008,34.54333333333334
1009,35.166666666666664
1010,29.026666666666664
1011,29.26
1012,34.85
1013,35.086666666666666
1014,33.733333333333334
1015,30.2
1016,29.706666666666667
1017,34.980000000000004
1018,30.169999999999998
1019,24.866666666666667
1020,25.196666666666665
1021,33.06666666666667
1022,32.513333333333335
1023,29.190000000000005
1024,31.139999999999997
1025,26.553333333333335
1026,32.28333333333333
1027,31.673333333333336
1028,28.366666666666664
1029,31.436666666666667
1030,31.28000000000001
1031,32.41333333333334
1032,29.903333333333336
1033,31.756666666666668
1034,32.846666666666664
1035,37.79666666666667
1036,30.616666666666664
1037,31.05
1038,25.830000000000002
1039,32.84
1040,40.52666666666667
1041,33.303333333333335
1042,26.633333333333336
1043,29.636666666666667
1044,26.543333333333333
1045,30.886666666666663
1046,26.240000000000002
1047,38.233333333333334
1048,32.06666666666667
1049,35.17
1050,34.14333333333334
1051,36.086666666666666
1052,33.64333333333333
1053,25.613333333333333
1054,32.67999999999999
1055,36.51
1056,26.46333333333333
1057,31.839999999999996
1058,33.506666666666675
1059,34.56666666666666
1060,35.82333333333334
1061,32.34
1062,28.68
1063,22.806666666666665
1064,25.34333333333333
1065,32.96
1066,34.14333333333333
1067,31.346666666666664
1068,36.660000000000004
1069,31.46999999999999
1070,31.316666666666663
1071,32.29
1072,32.43666666666667
1073,29.57333333333333
1074,33.986666666666665
1075,32.769999999999996
1076,27.923333333333336
1077,33.839999999999996
1078,29.53
1079,26.910000000000004
1080,33.59333333333333
1081,35.54666666666667
1082,34.03666666666667
1083,27.79666666666667
1084,33.55
1085,33.126666666666665
1086,32.43666666666667
1087,35.36
1088,32.74666666666667
1089,31.143333333333334
1090,32.906666666666666
1091,27.390000000000004
1092,29.526666666666664
1093,32.510000000000005
1094,33.589999999999996
1095,33.82000000000001
1096,33.39666666666667
1097,31.196666666666665
1098,33.28666666666667
1099,38.68666666666666
1100,36.60333333333334
1101,27.54666666666667
1102,30.153333333333336
1103,34.54666666666667
1104,35.49333333333333
1105,25.643333333333327
1106,35.693333333333335
1107,32.873333333333335
1108,31.636666666666667
1109,33.35666666666667
1110,34.166666666666664
1111,34.766666666666666
1112,34.06333333333333
1113,30.123333333333335
1114,32.126666666666665
1115,34.38333333333334
1116,33.35
1117,31.636666666666674
1118,32.82666666666667
1119,32.56333333333333
1120,30.956666666666667
1121,26.78666666666667
1122,30.830000000000002
1123,32.05333333333333
1124,30.5
1125,29.833333333333332
1126,33.586666666666666
1127,27.05
1128,24.723333333333336
1129,25.46666666666667
1130,28.093333333333334
1131,29.616666666666667
1132,34.233333333333334
1133,35.586666666666666
1134,33.39666666666667
1135,33.17333333333333
1136,33.723333333333336
1137,29.96333333333333
1138,35.86333333333333
1139,30.176666666666666
1140,34.86666666666666
1141,35.44333333333334
1142,34.11999999999999
1143,34.303333333333335
1144,32.61
1145,34.693333333333335
1146,32.13333333333334
1147,33.92333333333333
1148,32.95333333333333
1149,34.88666666666667
1150,31.82
1151,31.306666666666672
1152,33.76
1153,35.476666666666674
1154,34.7
1155,33.94
1156,31.583333333333332
1157,32.33333333333333
1158,34.93666666666667
1159,33.790000000000006
1160,34.443333333333335
1161,31.403333333333336
1162,32.88333333333333
1163,34.75333333333334
1164,33.35666666666666
1165,31.926666666666666
1166,29.85
1167,35.730000000000004
1168,34.99666666666666
1169,28.660000000000004
1170,30.01333333333334
1171,32.980000000000004
1172,36.126666666666665
1173,34.033333333333324
1174,34.18666666666667
1175,30.32
1176,36.260000000000005
1177,34.07
1178,30.836666666666666
1179,34.04333333333334
1180,28.656666666666666
1181,33.89
1182,34.45
1183,37.916666666666664
1184,30.110000000000003
1185,33.03333333333333
1186,34.32333333333334
1187,33.25000000000001
1188,28.839999999999996
1189,31.486666666666668
1190,33.29666666666667
1191,37.693333333333335
1192,31.589999999999996
1193,35.58333333333333
1194,33.56333333333334
1195,38.483333333333334
1196,32.61666666666666
1197,35.58
1198,37.65
1199,29.590000000000003
1200,30.733333333333338
1201,36.583333333333336
1202,36.74666666666667
1203,31.71333333333333
1204,29.396666666666665
1205,29.379999999999995
1206,32.10333333333334
1207,24.529999999999998
1208,32.473333333333336
1209,31.96333333333333
1210,30.416666666666668
1211,32.53333333333334
1212,32.970000000000006
1213,24.403333333333332
1214,27.18
1215,28.883333333333336
1216,30.836666666666662
1217,23.366666666666667
1218,27.46666666666667
1219,31.823333333333334
1220,33.406666666666666
1221,31.413333333333334
1222,29.27
1223,32.35333333333333
1224,29.673333333333336
1225,32.14333333333333
1226,31.46666666666667
1227,32.303333333333335
1228,28.043333333333333
1229,31.696666666666665
1230,29.163333333333334
1231,33.08666666666666
1232,37.233333333333334
1233,31.256666666666668
1234,27.256666666666668
1235,33.94
1236,31.71666666666667
1237,32.06666666666667
1238,31.279999999999994
1239,31.830000000000002
1240,24.64666666666667
1241,32.07666666666667
1242,31.56666666666667
1243,33.32333333333334
1244,31.560000000000002
1245,36.10666666666667
1246,35.17333333333333
1247,31.89666666666667
1248,31.386666666666663
1249,35.273333333333326
1250,35.71333333333333
1251,28.72
1252,26.666666666666664
1253,31.310000000000002
1254,32.74666666666667
1255,38.57666666666667
1256,32.63333333333333
1257,35.35333333333333
1258,28.25
1259,33.42666666666667
1260,32.25666666666667
1261,34.39333333333334
1262,28.32
1263,30.51666666666667
1264,33.093333333333334
1265,33.879999999999995
1266,38.40333333333334
1267,32.84333333333334
1268,27.82
1269,33.73
1270,35.81666666666666
1271,34.900000000000006
1272,31.006666666666668
1273,29.669999999999998
1274,32.20666666666666
1275,26.156666666666666
1276,26.976666666666667
1277,25.620000000000005
1278,29.24
1279,31.606666666666666
1280,27.47
1281,35.776666666666664
1282,29.01666666666667
1283,32.07666666666667
1284,30.640000000000004
1285,29.119999999999997
1286,24.786666666666665
1287,27.876666666666665
1288,26.630000000000003
1289,28.303333333333335
1290,26.443333333333328
1291,27.53333333333334
1292,27.456666666666667
1293,30.873333333333328
1294,30.386666666666667
1295,28.07
1296,29.353333333333335
1297,29.97666666666667
1298,30.880000000000003
1299,31.75
1300,32.36
1301,37.92333333333333
1302,30.879999999999995
1303,29.99
1304,29.04
1305,34.410000000000004
1306,28.873333333333335
1307,29.43
1308,29.070000000000004
1309,29.439999999999998
1310,30.506666666666668
1311,31.113333333333333
1312,30.346666666666664
1313,30.540000000000003
1314,32.03333333333333
1315,30.73
1316,33.03666666666667
1317,31.970000000000006
1318,31.893333333333327
1319,33.90666666666667
1320,34.230000000000004
1321,29.973333333333336
1322,37.42333333333333
1323,30.103333333333335
1324,31.863333333333337
1325,38.400000000000006
1326,33.23666666666667
1327,24.053333333333335
1328,26.743333333333332
1329,27.513333333333332
1330,25.3
1331,31.913333333333334
1332,30.106666666666666
1333,33.776666666666664
1334,32.233333333333334
1335,29.606666666666673
1336,31.086666666666666
1337,34.989999999999995
1338,30.583333333333332
1339,33.25333333333334
1340,27.76666666666667
1341,30.82333333333333
1342,34.63666666666667
1343,32.14
1344,30.643333333333327
1345,31.023333333333333
1346,30.71666666666666
1347,29.993333333333332
1348,25.53333333333333
1349,30.84666666666667
1350,31.293333333333333
1351,37.87666666666666
1352,34.35
1353,32.483333333333334
1354,31.806666666666665
1355,31.71999999999999
1356,28.459999999999997
1357,26.593333333333334
1358,34.339999999999996
1359,28.013333333333332
1360,32.20333333333333
1361,31.380000000000003
1362,25.39333333333333
1363,25.853333333333335
1364,31.223333333333336
1365,31.473333333333336
1366,31.68333333333333
1367,27.46333333333333
1368,25.36
1369,32.42333333333333
1370,30.826666666666664
1371,33.86333333333333
1372,36.696666666666665
1373,30.136666666666667
1374,29.65
1375,32.15
1376,26.709999999999997
1377,24.03666666666667
1378,28.690000000000005
1379,33.67666666666666
1380,34.540000000000006
1381,32.916666666666664
1382,33.68666666666667
1383,25.979999999999997
1384,33.266666666666666
1385,31.2
1386,31.056666666666665
1387,30.46333333333334
1388,41.620000000000005
1389,36.46333333333333
1390,26.880000000000003
1391,28.410000000000004
1392,33.05
1393,32.78666666666667
1394,25.959999999999997
1395,32.21666666666667
1396,31.53333333333333
1397,27.28333333333333
1398,30.166666666666664
1399,29.389999999999997
1400,29.173333333333336
1401,36.14333333333333
1402,35.85333333333333
1403,31.486666666666668
1404,40.160000000000004
1405,33.70333333333333
1406,28.130000000000003
1407,25.326666666666664
1408,33.29666666666667
1409,27.343333333333334
1410,29.869999999999997
1411,26.889999999999997
1412,33.28333333333333
1413,28.953333333333337
1414,26.636666666666667
1415,31.5
1416,33.47333333333333
1417,32.276666666666664
1418,25.833333333333332
1419,31.393333333333334
1420,32.63666666666667
1421,32.986666666666665
1422,32.28
1423,36.71
1424,38.163333333333334
1425,28.97
1426,31.919999999999995
1427,30.793333333333333
1428,31.55
1429,29.669999999999998
1430,31.68333333333333
1431,32.379999999999995
1432,32.769999999999996
1433,33.32000000000001
1434,31.523333333333333
1435,31.74
1436,33.843333333333334
1437,32.516666666666666
1438,36.629999999999995
1439,30.563333333333333
1440,30.933333333333337
1441,33.84666666666667
1442,31.0
1443,34.269999999999996
1444,30.79
1445,30.853333333333335
1446,31.893333333333327
1447,28.193333333333335
1448,30.479999999999997
1449,29.026666666666664
1450,29.30333333333333
1451,33.61
1452,30.93333333333333
1453,28.71
1454,28.493333333333332
1455,29.476666666666667
1456,26.796666666666663
1457,28.876666666666665
1458,31.926666666666666
