Points Scored,FG,FG%,3P,3P%,ORB,Assists,Steals,OffRank,OppDefRank,Pace
115.0,42.0,0.467,15.0,0.429,9.0,30.0,5.0,115.6,115.6,
107.0,41.0,0.461,11.0,0.379,9.0,23.0,9.0,111.8,111.8,
101.0,36.0,0.396,10.0,0.278,13.0,18.0,7.0,105.6,105.6,
112.0,45.0,0.5,11.0,0.289,10.0,24.0,3.0,121.4,121.4,
105.0,39.0,0.443,13.0,0.333,16.0,24.0,7.0,116.0,116.0,
128.0,52.0,0.531,9.0,0.3,8.0,33.0,7.0,125.6,125.6,
113.0,42.0,0.462,12.0,0.522,8.0,22.0,9.0,110.7,110.7,
133.0,50.0,0.472,20.0,0.571,20.0,26.0,6.0,130.2,130.2,
130.0,45.0,0.489,15.0,0.375,11.0,23.0,7.0,127.9,127.9,
128.0,47.0,0.516,16.0,0.444,8.0,24.0,3.0,129.5,129.5,
129.0,44.0,0.518,19.0,0.5,3.0,27.0,8.0,127.4,127.4,
114.0,43.0,0.453,17.0,0.415,8.0,25.0,7.0,116.2,116.2,
141.0,53.0,0.576,16.0,0.485,11.0,26.0,7.0,142.2,142.2,
106.0,37.0,0.416,11.0,0.367,10.0,19.0,2.0,102.4,102.4,
124.0,37.0,0.398,8.0,0.267,7.0,17.0,6.0,102.8,102.8,
140.0,42.0,0.494,18.0,0.474,7.0,30.0,5.0,126.0,126.0,
105.0,40.0,0.44,13.0,0.406,9.0,17.0,7.0,118.0,118.0,
117.0,44.0,0.543,15.0,0.455,1.0,23.0,7.0,118.5,118.5,
122.0,45.0,0.441,10.0,0.323,18.0,27.0,5.0,113.3,113.3,
108.0,41.0,0.554,19.0,0.5,9.0,32.0,9.0,130.3,130.3,
124.0,39.0,0.453,16.0,0.41,5.0,25.0,8.0,107.0,107.0,
115.0,44.0,0.543,11.0,0.393,7.0,27.0,7.0,116.1,116.1,
103.0,37.0,0.487,13.0,0.371,8.0,24.0,1.0,114.5,114.5,
124.0,45.0,0.489,19.0,0.422,13.0,34.0,6.0,127.6,127.6,
123.0,42.0,0.462,11.0,0.324,10.0,24.0,8.0,113.4,113.4,
117.0,42.0,0.483,16.0,0.4,7.0,27.0,12.0,117.0,117.0,
115.0,45.0,0.5,12.0,0.364,15.0,28.0,11.0,118.8,118.8,
114.0,45.0,0.536,15.0,0.429,8.0,23.0,11.0,124.5,124.5,
116.0,44.0,0.5,18.0,0.486,9.0,28.0,12.0,121.0,121.0,
114.0,38.0,0.469,11.0,0.379,5.0,29.0,9.0,100.3,100.3,
105.0,39.0,0.513,15.0,0.405,7.0,24.0,7.0,121.7,121.7,
119.0,36.0,0.419,14.0,0.326,9.0,22.0,8.0,97.9,97.9,
130.0,53.0,0.515,6.0,0.231,10.0,32.0,12.0,122.0,122.0,
120.0,40.0,0.412,15.0,0.417,12.0,22.0,4.0,107.6,107.6,
117.0,40.0,0.506,15.0,0.429,14.0,25.0,9.0,124.7,124.7,
109.0,42.0,0.457,14.0,0.326,12.0,29.0,14.0,116.1,116.1,
109.0,41.0,0.526,14.0,0.452,7.0,25.0,8.0,115.9,115.9,
128.0,32.0,0.427,20.0,0.426,10.0,28.0,3.0,124.7,124.7,
93.0,36.0,0.391,8.0,0.286,16.0,19.0,9.0,97.9,97.9,
114.0,45.0,0.464,13.0,0.371,13.0,30.0,3.0,118.3,118.3,
112.0,45.0,0.506,16.0,0.4,11.0,24.0,7.0,128.3,128.3,
133.0,36.0,0.383,8.0,0.216,18.0,25.0,7.0,95.9,95.9,
97.0,36.0,0.4,10.0,0.313,12.0,26.0,8.0,100.1,100.1,
122.0,40.0,0.46,6.0,0.214,8.0,27.0,4.0,106.0,106.0,
99.0,38.0,0.452,9.0,0.265,11.0,25.0,12.0,103.2,103.2,
128.0,48.0,0.522,17.0,0.447,10.0,23.0,7.0,126.3,126.3,
120.0,46.0,0.575,15.0,0.484,6.0,24.0,9.0,126.8,126.8,
115.0,43.0,0.512,16.0,0.444,3.0,25.0,8.0,118.2,118.2,
111.0,41.0,0.471,14.0,0.341,7.0,21.0,0.0,116.9,116.9,
110.0,41.0,0.477,8.0,0.308,10.0,24.0,9.0,115.4,115.4,
126.0,49.0,0.551,15.0,0.484,6.0,30.0,6.0,125.6,125.6,
118.0,46.0,0.529,10.0,0.37,9.0,22.0,4.0,120.7,120.7,
128.0,53.0,0.558,11.0,0.367,9.0,28.0,10.0,133.5,133.5,
113.0,45.0,0.584,12.0,0.429,6.0,27.0,6.0,118.0,118.0,
103.0,41.0,0.446,13.0,0.351,9.0,27.0,10.0,107.4,107.4,
103.0,42.0,0.488,18.0,0.391,11.0,26.0,5.0,128.1,128.1,
121.0,39.0,0.433,17.0,0.405,10.0,28.0,8.0,112.4,112.4,
129.0,36.0,0.45,12.0,0.316,7.0,25.0,11.0,103.1,103.1,
131.0,47.0,0.522,17.0,0.486,9.0,32.0,6.0,120.7,120.7,
108.0,41.0,0.482,8.0,0.286,14.0,26.0,8.0,117.4,117.4,
110.0,45.0,0.495,8.0,0.267,13.0,25.0,12.0,117.4,117.4,
111.0,41.0,0.418,14.0,0.326,17.0,25.0,5.0,115.2,115.2,
113.0,47.0,0.505,14.0,0.5,11.0,28.0,7.0,125.0,125.0,
126.0,36.0,0.474,12.0,0.353,2.0,18.0,7.0,109.6,109.6,
104.0,35.0,0.427,11.0,0.314,5.0,18.0,14.0,99.6,99.6,
101.0,39.0,0.481,13.0,0.52,7.0,28.0,6.0,114.0,114.0,
119.0,42.0,0.472,13.0,0.371,10.0,27.0,11.0,114.9,114.9,
134.0,44.0,0.543,15.0,0.429,7.0,27.0,4.0,126.8,126.8,
106.0,38.0,0.418,6.0,0.25,11.0,23.0,11.0,94.2,94.2,
121.0,43.0,0.462,9.0,0.333,11.0,33.0,10.0,120.5,120.5,
87.0,39.0,0.448,7.0,0.212,10.0,20.0,4.0,114.6,114.6,
107.0,39.0,0.47,8.0,0.308,10.0,23.0,11.0,106.2,106.2,
123.0,39.0,0.494,13.0,0.406,4.0,29.0,7.0,117.4,117.4,
128.0,46.0,0.489,9.0,0.29,18.0,22.0,11.0,132.8,132.8,
139.0,51.0,0.477,17.0,0.425,10.0,33.0,15.0,113.3,113.3,
106.0,39.0,0.443,13.0,0.333,16.0,24.0,7.0,116.0,116.0,
97.0,34.0,0.386,13.0,0.283,6.0,26.0,9.0,99.2,99.2,
129.0,41.0,0.5,15.0,0.375,6.0,27.0,10.0,113.2,113.2,
120.0,34.0,0.42,4.0,0.125,6.0,20.0,8.0,92.4,92.4,
114.0,43.0,0.494,12.0,0.4,6.0,27.0,13.0,103.0,103.0,
121.0,40.0,0.482,16.0,0.5,7.0,27.0,10.0,114.2,114.2,
110.0,39.0,0.488,12.0,0.375,8.0,26.0,2.0,124.6,124.6,
89.0,36.0,0.439,6.0,0.25,6.0,22.0,10.0,94.6,94.6,
113.0,33.0,0.384,13.0,0.371,6.0,18.0,6.0,93.3,93.3,
120.0,43.0,0.518,17.0,0.447,9.0,31.0,8.0,123.5,123.5,
119.0,41.0,0.621,16.0,0.516,2.0,27.0,10.0,128.3,128.3,
117.0,41.0,0.494,13.0,0.394,10.0,26.0,12.0,118.2,118.2,
114.0,46.0,0.479,12.0,0.333,14.0,30.0,6.0,118.1,118.1,
104.0,42.0,0.488,9.0,0.281,9.0,29.0,6.0,113.1,113.1,
113.0,42.0,0.525,19.0,0.452,8.0,30.0,13.0,108.6,108.6,
98.0,31.0,0.397,10.0,0.286,11.0,18.0,8.0,101.3,101.3,
98.0,38.0,0.427,11.0,0.306,4.0,26.0,5.0,94.2,94.2,
86.0,37.0,0.481,3.0,0.125,7.0,18.0,8.0,95.1,95.1,
113.0,44.0,0.484,13.0,0.361,14.0,23.0,9.0,116.3,116.3,
120.0,38.0,0.418,14.0,0.292,10.0,21.0,6.0,118.4,118.4,
116.0,45.0,0.484,19.0,0.422,5.0,32.0,10.0,108.9,108.9,
110.0,40.0,0.46,19.0,0.413,4.0,28.0,10.0,107.6,107.6,
110.0,41.0,0.471,16.0,0.381,16.0,33.0,10.0,125.6,125.6,
106.0,42.0,0.477,10.0,0.357,12.0,18.0,4.0,116.6,116.6,
95.0,41.0,0.477,9.0,0.31,10.0,22.0,3.0,99.0,99.0,
128.0,45.0,0.529,11.0,0.5,14.0,24.0,5.0,131.0,131.0,
102.0,43.0,0.453,6.0,0.231,10.0,17.0,8.0,106.5,106.5,
118.0,42.0,0.494,11.0,0.44,10.0,27.0,9.0,114.5,114.5,
110.0,40.0,0.46,10.0,0.303,10.0,21.0,5.0,106.2,106.2,
124.0,37.0,0.402,13.0,0.342,11.0,29.0,11.0,107.6,107.6,
131.0,48.0,0.5,13.0,0.371,12.0,29.0,5.0,122.4,122.4,
112.0,45.0,0.489,20.0,0.435,7.0,32.0,8.0,119.1,119.1,
109.0,42.0,0.477,14.0,0.326,13.0,31.0,3.0,115.7,115.7,
123.0,38.0,0.463,8.0,0.229,11.0,26.0,3.0,110.2,110.2,
114.0,41.0,0.539,13.0,0.52,11.0,23.0,5.0,118.4,118.4,
118.0,40.0,0.444,13.0,0.333,11.0,27.0,5.0,116.4,116.4,
130.0,38.0,0.418,13.0,0.302,12.0,24.0,5.0,105.0,105.0,
116.0,41.0,0.506,13.0,0.361,9.0,27.0,11.0,124.1,124.1,
130.0,48.0,0.533,17.0,0.459,9.0,31.0,5.0,133.4,133.4,
112.0,40.0,0.444,9.0,0.257,18.0,23.0,5.0,122.7,122.7,
144.0,56.0,0.615,19.0,0.5,11.0,33.0,14.0,137.8,137.8,
124.0,46.0,0.511,18.0,0.439,7.0,26.0,6.0,133.7,133.7,
114.0,51.0,0.58,22.0,0.564,4.0,38.0,8.0,132.5,132.5,
120.0,39.0,0.398,10.0,0.27,11.0,22.0,9.0,106.3,106.3,
128.0,47.0,0.528,13.0,0.361,9.0,31.0,8.0,118.1,118.1,
125.0,51.0,0.5,13.0,0.333,12.0,32.0,5.0,121.9,121.9,
114.0,40.0,0.44,9.0,0.281,17.0,27.0,3.0,120.1,120.1,
129.0,46.0,0.455,17.0,0.395,11.0,26.0,11.0,119.7,119.7,
124.0,48.0,0.511,12.0,0.429,13.0,28.0,6.0,125.9,125.9,
93.0,36.0,0.493,10.0,0.333,5.0,27.0,6.0,117.6,117.6,
105.0,51.0,0.537,19.0,0.475,7.0,28.0,11.0,129.6,129.6,
116.0,30.0,0.341,7.0,0.219,5.0,13.0,8.0,84.2,84.2,
135.0,42.0,0.457,15.0,0.349,9.0,23.0,12.0,112.8,112.8,
124.0,46.0,0.523,16.0,0.485,10.0,38.0,8.0,125.1,125.1,
93.0,33.0,0.398,10.0,0.27,10.0,24.0,6.0,99.7,99.7,
113.0,41.0,0.482,8.0,0.286,14.0,26.0,8.0,117.4,117.4,
128.0,36.0,0.424,18.0,0.486,6.0,25.0,10.0,108.9,108.9,
108.0,47.0,0.505,14.0,0.5,11.0,28.0,7.0,125.0,125.0,
112.0,37.0,0.446,10.0,0.323,10.0,19.0,2.0,115.9,115.9,
115.0,41.0,0.5,16.0,0.516,8.0,30.0,8.0,114.5,114.5,
110.0,45.0,0.425,5.0,0.2,12.0,20.0,17.0,103.8,103.8,
103.0,49.0,0.563,13.0,0.448,6.0,25.0,10.0,120.5,120.5,
122.0,42.0,0.462,16.0,0.432,16.0,26.0,12.0,115.8,115.8,
107.0,37.0,0.407,12.0,0.316,16.0,24.0,7.0,110.4,110.4,
111.0,38.0,0.427,6.0,0.222,17.0,23.0,9.0,108.2,108.2,
101.0,33.0,0.418,11.0,0.355,4.0,20.0,8.0,90.7,90.7,
116.0,44.0,0.512,7.0,0.292,14.0,30.0,9.0,118.1,118.1,
117.0,39.0,0.433,10.0,0.286,8.0,21.0,14.0,104.7,104.7,
106.0,44.0,0.454,17.0,0.515,11.0,19.0,6.0,120.5,120.5,
115.0,40.0,0.412,7.0,0.25,11.0,26.0,11.0,99.5,99.5,
112.0,41.0,0.406,6.0,0.222,20.0,25.0,6.0,109.7,109.7,
129.0,49.0,0.551,14.0,0.378,10.0,30.0,7.0,128.4,128.4,
135.0,50.0,0.556,12.0,0.429,12.0,34.0,2.0,137.6,137.6,
108.0,37.0,0.435,9.0,0.29,9.0,22.0,9.0,103.1,103.1,
120.0,36.0,0.4,14.0,0.311,13.0,20.0,5.0,103.2,103.2,
112.0,43.0,0.494,12.0,0.4,6.0,27.0,13.0,103.0,103.0,
109.0,45.0,0.446,5.0,0.172,15.0,26.0,11.0,103.7,103.7,
140.0,47.0,0.511,14.0,0.389,14.0,34.0,8.0,117.9,117.9,
108.0,47.0,0.534,17.0,0.386,5.0,31.0,9.0,119.8,119.8,
108.0,39.0,0.419,20.0,0.377,8.0,22.0,7.0,99.8,99.8,
107.0,41.0,0.406,9.0,0.25,16.0,26.0,12.0,107.2,107.2,
112.0,45.0,0.469,12.0,0.324,16.0,26.0,11.0,107.0,107.0,
110.0,43.0,0.443,10.0,0.435,14.0,29.0,9.0,108.2,108.2,
107.0,36.0,0.414,7.0,0.25,11.0,18.0,5.0,105.4,105.4,
122.0,46.0,0.465,11.0,0.407,12.0,21.0,6.0,117.7,117.7,
116.0,44.0,0.473,14.0,0.35,11.0,22.0,10.0,112.1,112.1,
121.0,41.0,0.554,19.0,0.5,9.0,32.0,9.0,130.3,130.3,
73.0,43.0,0.494,14.0,0.341,11.0,25.0,10.0,136.3,136.3,
124.0,37.0,0.416,13.0,0.342,11.0,22.0,7.0,103.0,103.0,
128.0,32.0,0.421,12.0,0.316,5.0,14.0,5.0,103.6,103.6,
100.0,33.0,0.388,13.0,0.394,12.0,19.0,6.0,111.0,111.0,
112.0,40.0,0.482,17.0,0.586,8.0,24.0,5.0,122.5,122.5,
113.0,44.0,0.458,20.0,0.5,11.0,23.0,9.0,119.6,119.6,
108.0,36.0,0.444,11.0,0.324,12.0,19.0,6.0,112.1,112.1,
105.0,40.0,0.482,14.0,0.452,10.0,23.0,6.0,112.1,112.1,
130.0,47.0,0.61,18.0,0.545,3.0,30.0,6.0,126.2,126.2,
111.0,42.0,0.477,10.0,0.357,12.0,18.0,4.0,116.6,116.6,
138.0,52.0,0.584,18.0,0.514,12.0,29.0,10.0,146.5,146.5,
129.0,37.0,0.416,11.0,0.289,6.0,28.0,13.0,93.6,93.6,
115.0,39.0,0.453,13.0,0.464,4.0,25.0,11.0,92.9,92.9,
120.0,41.0,0.471,14.0,0.333,4.0,24.0,8.0,109.3,109.3,
108.0,42.0,0.442,7.0,0.2,12.0,22.0,7.0,102.0,102.0,
99.0,36.0,0.404,8.0,0.308,13.0,23.0,11.0,104.7,104.7,
109.0,36.0,0.414,17.0,0.405,13.0,22.0,11.0,112.3,112.3,
116.0,46.0,0.489,13.0,0.351,9.0,25.0,8.0,116.9,116.9,
129.0,44.0,0.543,17.0,0.447,7.0,26.0,2.0,141.4,141.4,
120.0,45.0,0.455,15.0,0.417,11.0,21.0,12.0,120.1,120.1,
121.0,44.0,0.557,20.0,0.588,8.0,22.0,4.0,130.4,130.4,
115.0,43.0,0.478,16.0,0.421,9.0,21.0,8.0,126.6,126.6,
110.0,46.0,0.489,10.0,0.345,11.0,25.0,5.0,113.0,113.0,
119.0,41.0,0.5,12.0,0.522,11.0,23.0,9.0,121.4,121.4,
125.0,50.0,0.581,13.0,0.433,4.0,20.0,11.0,130.6,130.6,
128.0,43.0,0.462,7.0,0.28,11.0,25.0,4.0,109.3,109.3,
125.0,46.0,0.505,8.0,0.222,9.0,27.0,7.0,121.3,121.3,
96.0,42.0,0.429,13.0,0.325,17.0,19.0,12.0,114.6,114.6,
116.0,41.0,0.477,12.0,0.353,6.0,13.0,7.0,115.8,115.8,
108.0,44.0,0.478,11.0,0.289,9.0,21.0,10.0,118.9,118.9,
135.0,47.0,0.534,11.0,0.55,6.0,32.0,5.0,114.5,114.5,
94.0,34.0,0.405,12.0,0.353,8.0,19.0,4.0,97.8,97.8,
119.0,44.0,0.55,14.0,0.4,4.0,34.0,6.0,117.7,117.7,
100.0,40.0,0.412,14.0,0.318,13.0,20.0,7.0,106.1,106.1,
112.0,43.0,0.494,18.0,0.474,10.0,28.0,3.0,128.9,128.9,
117.0,38.0,0.463,16.0,0.457,10.0,24.0,4.0,117.3,117.3,
130.0,38.0,0.432,9.0,0.25,5.0,20.0,6.0,96.4,96.4,
115.0,42.0,0.457,15.0,0.349,9.0,23.0,12.0,112.8,112.8,
109.0,43.0,0.5,14.0,0.438,9.0,23.0,10.0,121.6,121.6,
89.0,37.0,0.42,9.0,0.281,8.0,22.0,12.0,94.0,94.0,
125.0,31.0,0.388,15.0,0.366,13.0,25.0,5.0,106.9,106.9,
119.0,43.0,0.453,12.0,0.353,15.0,21.0,3.0,119.5,119.5,
134.0,49.0,0.557,17.0,0.515,5.0,23.0,10.0,130.9,130.9,
98.0,34.0,0.382,13.0,0.382,14.0,16.0,6.0,108.9,108.9,
122.0,39.0,0.506,10.0,0.385,8.0,17.0,5.0,114.7,114.7,
129.0,38.0,0.469,11.0,0.367,5.0,18.0,8.0,109.9,109.9,
96.0,38.0,0.413,5.0,0.294,15.0,23.0,10.0,110.9,110.9,
94.0,39.0,0.481,13.0,0.52,7.0,28.0,6.0,114.0,114.0,
104.0,32.0,0.4,7.0,0.304,7.0,16.0,9.0,89.8,89.8,
133.0,37.0,0.402,11.0,0.306,14.0,18.0,4.0,117.3,117.3,
113.0,36.0,0.507,6.0,0.25,9.0,20.0,6.0,117.8,117.8,
126.0,39.0,0.47,12.0,0.324,12.0,28.0,3.0,113.2,113.2,
131.0,46.0,0.529,15.0,0.469,12.0,33.0,12.0,130.6,130.6,
126.0,48.0,0.539,13.0,0.464,6.0,34.0,10.0,119.5,119.5,
100.0,37.0,0.398,7.0,0.241,15.0,10.0,8.0,104.7,104.7,
103.0,37.0,0.451,19.0,0.487,8.0,26.0,6.0,106.6,106.6,
124.0,36.0,0.409,17.0,0.378,6.0,27.0,6.0,104.9,104.9,
113.0,45.0,0.5,11.0,0.289,10.0,24.0,3.0,121.4,121.4,
117.0,38.0,0.452,13.0,0.433,11.0,19.0,6.0,109.2,109.2,
109.0,39.0,0.402,12.0,0.353,14.0,22.0,8.0,106.0,106.0,
103.0,36.0,0.4,14.0,0.311,13.0,20.0,5.0,103.2,103.2,
101.0,41.0,0.513,12.0,0.387,5.0,24.0,8.0,111.5,111.5,
104.0,39.0,0.488,12.0,0.375,8.0,26.0,2.0,124.6,124.6,
105.0,40.0,0.46,12.0,0.343,7.0,22.0,10.0,105.2,105.2,
118.0,33.0,0.379,10.0,0.278,11.0,21.0,8.0,96.7,96.7,
100.0,42.0,0.467,13.0,0.406,8.0,25.0,7.0,110.8,110.8,
115.0,39.0,0.5,11.0,0.344,9.0,25.0,10.0,120.9,120.9,
113.0,40.0,0.533,21.0,0.467,6.0,28.0,6.0,123.0,123.0,
115.0,45.0,0.484,11.0,0.314,7.0,29.0,9.0,113.1,113.1,
124.0,45.0,0.441,10.0,0.323,18.0,27.0,5.0,113.3,113.3,
106.0,41.0,0.418,11.0,0.25,10.0,25.0,8.0,101.6,101.6,
100.0,46.0,0.489,14.0,0.4,8.0,34.0,6.0,118.5,118.5,
125.0,44.0,0.543,11.0,0.393,7.0,27.0,7.0,116.1,116.1,
119.0,45.0,0.469,11.0,0.333,14.0,23.0,11.0,114.3,114.3,
94.0,35.0,0.389,9.0,0.321,14.0,11.0,5.0,97.2,97.2,
106.0,34.0,0.378,10.0,0.286,11.0,20.0,5.0,97.2,97.2,
128.0,49.0,0.527,14.0,0.35,10.0,27.0,3.0,126.2,126.2,
123.0,53.0,0.582,20.0,0.513,12.0,30.0,8.0,145.6,145.6,
99.0,44.0,0.44,17.0,0.415,9.0,26.0,10.0,119.1,119.1,
127.0,47.0,0.485,13.0,0.333,10.0,26.0,14.0,117.4,117.4,
126.0,44.0,0.489,23.0,0.479,12.0,28.0,9.0,136.6,136.6,
100.0,52.0,0.584,18.0,0.514,12.0,29.0,10.0,146.5,146.5,
123.0,45.0,0.529,11.0,0.5,14.0,24.0,5.0,131.0,131.0,
96.0,39.0,0.453,13.0,0.464,4.0,25.0,11.0,92.9,92.9,
103.0,36.0,0.383,5.0,0.227,16.0,19.0,2.0,98.6,98.6,
121.0,45.0,0.489,14.0,0.424,17.0,30.0,8.0,123.4,123.4,
126.0,43.0,0.551,16.0,0.444,11.0,31.0,7.0,126.0,126.0,
104.0,41.0,0.482,17.0,0.378,12.0,22.0,12.0,112.5,112.5,
118.0,42.0,0.477,14.0,0.326,13.0,31.0,3.0,115.7,115.7,
116.0,39.0,0.453,11.0,0.333,11.0,28.0,9.0,113.9,113.9,
119.0,45.0,0.464,13.0,0.371,13.0,30.0,3.0,118.3,118.3,
113.0,46.0,0.489,10.0,0.345,11.0,25.0,5.0,113.0,113.0,
111.0,41.0,0.482,9.0,0.45,12.0,24.0,4.0,112.4,112.4,
112.0,46.0,0.505,15.0,0.441,10.0,25.0,8.0,124.2,124.2,
110.0,50.0,0.532,9.0,0.429,9.0,31.0,10.0,122.2,122.2,
125.0,51.0,0.573,27.0,0.574,9.0,31.0,7.0,139.5,139.5,
110.0,49.0,0.516,12.0,0.353,8.0,36.0,8.0,116.0,116.0,
114.0,44.0,0.449,8.0,0.276,12.0,22.0,8.0,114.5,114.5,
115.0,44.0,0.44,12.0,0.364,14.0,29.0,6.0,109.3,109.3,
118.0,45.0,0.517,15.0,0.484,5.0,25.0,6.0,117.1,117.1,
121.0,42.0,0.494,12.0,0.343,8.0,25.0,12.0,116.9,116.9,
110.0,37.0,0.416,7.0,0.219,14.0,24.0,5.0,113.1,113.1,
126.0,45.0,0.542,11.0,0.367,7.0,30.0,3.0,127.6,127.6,
123.0,49.0,0.527,12.0,0.444,15.0,27.0,7.0,129.3,129.3,
119.0,49.0,0.476,11.0,0.379,18.0,25.0,3.0,124.6,124.6,
125.0,41.0,0.414,11.0,0.244,10.0,24.0,7.0,98.5,98.5,
106.0,43.0,0.439,7.0,0.194,22.0,27.0,5.0,116.1,116.1,
116.0,48.0,0.558,9.0,0.29,4.0,28.0,7.0,115.9,115.9,
121.0,41.0,0.441,10.0,0.303,6.0,25.0,10.0,112.0,112.0,
107.0,37.0,0.457,12.0,0.4,11.0,22.0,6.0,114.5,114.5,
105.0,39.0,0.459,10.0,0.357,4.0,28.0,4.0,106.3,106.3,
119.0,49.0,0.544,13.0,0.433,10.0,26.0,6.0,118.6,118.6,
110.0,41.0,0.482,7.0,0.28,11.0,17.0,5.0,113.5,113.5,
141.0,45.0,0.511,17.0,0.531,7.0,24.0,4.0,122.7,122.7,
100.0,37.0,0.44,9.0,0.346,7.0,20.0,11.0,104.4,104.4,
132.0,47.0,0.56,18.0,0.5,4.0,29.0,9.0,137.7,137.7,
106.0,39.0,0.424,11.0,0.314,11.0,22.0,7.0,106.5,106.5,
94.0,43.0,0.473,17.0,0.515,13.0,26.0,10.0,115.0,115.0,
128.0,50.0,0.538,11.0,0.355,12.0,31.0,10.0,127.3,127.3,
106.0,39.0,0.443,9.0,0.25,10.0,27.0,9.0,105.8,105.8,
101.0,44.0,0.524,8.0,0.348,7.0,24.0,7.0,112.2,112.2,
112.0,42.0,0.477,14.0,0.333,4.0,23.0,8.0,111.0,111.0,
110.0,39.0,0.433,10.0,0.286,8.0,21.0,14.0,104.7,104.7,
111.0,47.0,0.522,7.0,0.292,14.0,23.0,12.0,111.7,111.7,
114.0,43.0,0.551,14.0,0.467,4.0,22.0,7.0,121.3,121.3,
121.0,44.0,0.494,11.0,0.458,10.0,22.0,11.0,127.2,127.2,
120.0,51.0,0.567,18.0,0.419,12.0,34.0,5.0,133.1,133.1,
128.0,46.0,0.529,15.0,0.441,9.0,30.0,7.0,130.7,130.7,
113.0,41.0,0.477,14.0,0.378,6.0,22.0,8.0,115.1,115.1,
113.0,43.0,0.467,12.0,0.286,14.0,24.0,9.0,115.0,115.0,
105.0,55.0,0.64,24.0,0.585,8.0,36.0,4.0,153.5,153.5,
110.0,39.0,0.453,12.0,0.364,11.0,29.0,10.0,110.9,110.9,
111.0,45.0,0.556,11.0,0.393,8.0,27.0,9.0,115.8,115.8,
103.0,39.0,0.411,12.0,0.279,9.0,25.0,6.0,103.4,103.4,
104.0,43.0,0.453,8.0,0.25,12.0,21.0,16.0,104.5,104.5,
104.0,46.0,0.517,4.0,0.182,7.0,20.0,8.0,111.5,111.5,
126.0,34.0,0.391,11.0,0.297,10.0,23.0,9.0,98.1,98.1,
122.0,39.0,0.464,9.0,0.391,9.0,22.0,9.0,103.3,103.3,
110.0,42.0,0.438,17.0,0.415,13.0,33.0,9.0,113.1,113.1,
106.0,37.0,0.385,10.0,0.238,14.0,21.0,7.0,104.7,104.7,
99.0,37.0,0.374,10.0,0.303,13.0,26.0,6.0,89.6,89.6,
99.0,34.0,0.343,10.0,0.222,10.0,14.0,5.0,92.1,92.1,
129.0,42.0,0.404,18.0,0.383,10.0,25.0,17.0,111.9,111.9,
116.0,38.0,0.5,14.0,0.424,4.0,21.0,8.0,113.6,113.6,
98.0,40.0,0.435,20.0,0.465,8.0,23.0,11.0,117.8,117.8,
137.0,41.0,0.418,14.0,0.326,12.0,16.0,7.0,113.8,113.8,
137.0,34.0,0.378,10.0,0.286,11.0,20.0,5.0,97.2,97.2,
101.0,36.0,0.444,11.0,0.324,12.0,19.0,6.0,112.1,112.1,
115.0,40.0,0.482,14.0,0.452,10.0,23.0,6.0,112.1,112.1,
106.0,39.0,0.406,13.0,0.342,13.0,20.0,8.0,104.9,104.9,
95.0,39.0,0.443,9.0,0.321,10.0,26.0,9.0,103.2,103.2,
104.0,38.0,0.469,11.0,0.379,5.0,29.0,9.0,100.3,100.3,
115.0,44.0,0.506,12.0,0.324,5.0,31.0,8.0,114.6,114.6,
121.0,35.0,0.372,4.0,0.121,12.0,17.0,7.0,97.0,97.0,
104.0,38.0,0.463,11.0,0.458,11.0,24.0,5.0,118.7,118.7,
108.0,42.0,0.452,14.0,0.359,4.0,30.0,6.0,103.9,103.9,
130.0,39.0,0.415,8.0,0.333,16.0,26.0,8.0,105.3,105.3,
123.0,37.0,0.425,14.0,0.389,11.0,23.0,12.0,107.0,107.0,
93.0,38.0,0.384,11.0,0.289,12.0,21.0,8.0,91.5,91.5,
118.0,29.0,0.377,9.0,0.25,7.0,17.0,7.0,93.9,93.9,
107.0,39.0,0.464,13.0,0.382,12.0,16.0,3.0,115.1,115.1,
147.0,51.0,0.573,22.0,0.512,4.0,37.0,6.0,144.7,144.7,
132.0,46.0,0.535,20.0,0.444,6.0,27.0,11.0,126.1,126.1,
100.0,38.0,0.442,13.0,0.351,6.0,29.0,4.0,96.7,96.7,
114.0,42.0,0.462,17.0,0.425,10.0,26.0,8.0,116.2,116.2,
111.0,38.0,0.392,15.0,0.455,13.0,19.0,7.0,103.7,103.7,
117.0,50.0,0.538,16.0,0.41,8.0,35.0,9.0,126.5,126.5,
129.0,37.0,0.389,8.0,0.267,15.0,19.0,10.0,95.3,95.3,
120.0,44.0,0.454,13.0,0.361,7.0,28.0,8.0,103.1,103.1,
120.0,46.0,0.474,19.0,0.452,9.0,37.0,8.0,113.7,113.7,
100.0,37.0,0.435,13.0,0.333,9.0,23.0,10.0,103.0,103.0,
114.0,40.0,0.449,13.0,0.342,7.0,30.0,9.0,115.5,115.5,
111.0,39.0,0.47,5.0,0.192,8.0,27.0,10.0,106.5,106.5,
130.0,41.0,0.461,17.0,0.415,13.0,27.0,11.0,112.7,112.7,
91.0,35.0,0.407,8.0,0.235,3.0,26.0,10.0,84.7,84.7,
106.0,41.0,0.423,15.0,0.357,17.0,27.0,8.0,110.2,110.2,
98.0,38.0,0.432,12.0,0.343,9.0,22.0,9.0,95.7,95.7,
104.0,38.0,0.432,9.0,0.25,5.0,20.0,6.0,96.4,96.4,
