Points Scored,FG,FG%,3P,3P%,ORB,Assists,Steals,OffRank,OppDefRank,Pace
131.0,41.0,0.441,15.0,0.341,18.0,24.0,6.0,117.0,117.0,
97.0,49.0,0.628,11.0,0.407,7.0,36.0,9.0,127.5,127.5,
108.0,41.0,0.456,16.0,0.356,6.0,32.0,7.0,105.9,105.9,
116.0,44.0,0.484,15.0,0.366,8.0,31.0,13.0,113.3,113.3,
103.0,31.0,0.344,13.0,0.317,7.0,23.0,8.0,98.0,98.0,
98.0,39.0,0.453,7.0,0.292,13.0,15.0,5.0,110.2,110.2,
119.0,45.0,0.511,17.0,0.531,7.0,24.0,4.0,122.7,122.7,
108.0,46.0,0.548,13.0,0.394,8.0,31.0,6.0,129.9,129.9,
116.0,44.0,0.524,6.0,0.25,8.0,33.0,8.0,104.2,104.2,
109.0,36.0,0.439,15.0,0.405,12.0,23.0,7.0,110.3,110.3,
77.0,26.0,0.329,11.0,0.324,7.0,19.0,5.0,77.6,77.6,
111.0,43.0,0.467,10.0,0.25,9.0,25.0,12.0,105.8,105.8,
122.0,44.0,0.512,14.0,0.438,6.0,25.0,7.0,120.3,120.3,
107.0,43.0,0.483,5.0,0.263,11.0,30.0,6.0,107.6,107.6,
125.0,41.0,0.466,13.0,0.351,13.0,25.0,8.0,106.8,106.8,
116.0,39.0,0.47,8.0,0.308,10.0,23.0,11.0,106.2,106.2,
147.0,52.0,0.547,24.0,0.511,9.0,39.0,12.0,137.7,137.7,
119.0,47.0,0.511,17.0,0.37,9.0,33.0,9.0,121.2,121.2,
114.0,41.0,0.513,17.0,0.425,8.0,22.0,6.0,119.3,119.3,
107.0,34.0,0.447,14.0,0.438,6.0,15.0,2.0,109.7,109.7,
114.0,40.0,0.396,15.0,0.333,10.0,22.0,15.0,101.1,101.1,
118.0,34.0,0.386,13.0,0.283,6.0,26.0,9.0,99.2,99.2,
117.0,41.0,0.477,14.0,0.378,6.0,22.0,8.0,115.1,115.1,
103.0,48.0,0.522,18.0,0.514,9.0,21.0,9.0,129.9,129.9,
114.0,42.0,0.494,15.0,0.395,4.0,28.0,10.0,114.6,114.6,
113.0,39.0,0.464,18.0,0.391,4.0,32.0,10.0,107.1,107.1,
123.0,47.0,0.534,17.0,0.386,5.0,31.0,9.0,119.8,119.8,
103.0,39.0,0.419,20.0,0.377,8.0,22.0,7.0,99.8,99.8,
118.0,36.0,0.409,9.0,0.231,5.0,21.0,9.0,98.4,98.4,
136.0,38.0,0.404,9.0,0.243,11.0,21.0,10.0,93.7,93.7,
119.0,41.0,0.451,13.0,0.295,13.0,14.0,7.0,117.9,117.9,
122.0,41.0,0.519,16.0,0.432,6.0,26.0,4.0,124.6,124.6,
125.0,46.0,0.465,11.0,0.407,12.0,21.0,6.0,117.7,117.7,
121.0,39.0,0.459,12.0,0.429,5.0,25.0,8.0,101.0,101.0,
125.0,52.0,0.559,9.0,0.346,9.0,34.0,15.0,117.9,117.9,
108.0,40.0,0.506,9.0,0.391,6.0,21.0,13.0,106.6,106.6,
111.0,40.0,0.5,9.0,0.409,12.0,21.0,10.0,118.1,118.1,
119.0,37.0,0.451,12.0,0.522,11.0,22.0,5.0,99.9,99.9,
102.0,42.0,0.506,12.0,0.444,10.0,23.0,4.0,114.8,114.8,
118.0,45.0,0.484,19.0,0.422,5.0,32.0,10.0,108.9,108.9,
114.0,39.0,0.481,8.0,0.267,5.0,19.0,7.0,106.5,106.5,
117.0,46.0,0.489,16.0,0.39,4.0,33.0,6.0,127.6,127.6,
122.0,47.0,0.485,13.0,0.333,10.0,26.0,14.0,117.4,117.4,
104.0,39.0,0.443,9.0,0.321,10.0,26.0,9.0,103.2,103.2,
111.0,44.0,0.478,9.0,0.3,13.0,29.0,11.0,118.0,118.0,
96.0,37.0,0.416,11.0,0.289,6.0,28.0,13.0,93.6,93.6,
112.0,51.0,0.526,8.0,0.296,9.0,32.0,5.0,122.9,122.9,
120.0,43.0,0.457,17.0,0.459,13.0,29.0,7.0,115.6,115.6,
102.0,37.0,0.411,15.0,0.429,12.0,24.0,12.0,106.5,106.5,
129.0,38.0,0.409,14.0,0.368,13.0,24.0,9.0,114.5,114.5,
116.0,45.0,0.511,16.0,0.4,11.0,34.0,1.0,123.4,123.4,
105.0,42.0,0.483,11.0,0.314,9.0,30.0,7.0,108.7,108.7,
110.0,45.0,0.489,8.0,0.308,14.0,20.0,9.0,118.8,118.8,
134.0,42.0,0.452,9.0,0.36,10.0,27.0,11.0,111.3,111.3,
110.0,43.0,0.453,11.0,0.324,8.0,28.0,7.0,103.4,103.4,
113.0,41.0,0.539,13.0,0.52,11.0,23.0,5.0,118.4,118.4,
95.0,38.0,0.413,13.0,0.31,16.0,22.0,2.0,104.6,104.6,
94.0,36.0,0.391,15.0,0.395,10.0,26.0,4.0,102.4,102.4,
111.0,44.0,0.512,14.0,0.452,10.0,26.0,10.0,128.8,128.8,
125.0,45.0,0.506,12.0,0.387,7.0,34.0,8.0,123.7,123.7,
112.0,44.0,0.431,13.0,0.394,13.0,25.0,6.0,105.1,105.1,
134.0,49.0,0.505,13.0,0.5,10.0,31.0,5.0,119.7,119.7,
107.0,39.0,0.47,5.0,0.192,8.0,27.0,10.0,106.5,106.5,
112.0,35.0,0.393,15.0,0.326,8.0,26.0,8.0,114.6,114.6,
107.0,38.0,0.452,11.0,0.393,6.0,27.0,5.0,104.3,104.3,
114.0,44.0,0.484,8.0,0.276,8.0,27.0,8.0,106.4,106.4,
114.0,47.0,0.566,8.0,0.32,4.0,27.0,18.0,116.2,116.2,
103.0,45.0,0.584,12.0,0.429,6.0,27.0,6.0,118.0,118.0,
100.0,37.0,0.42,8.0,0.222,10.0,22.0,7.0,99.6,99.6,
122.0,46.0,0.529,13.0,0.464,9.0,25.0,9.0,120.2,120.2,
106.0,39.0,0.433,17.0,0.405,10.0,28.0,8.0,112.4,112.4,
115.0,42.0,0.483,9.0,0.333,15.0,22.0,10.0,119.0,119.0,
137.0,52.0,0.584,20.0,0.556,9.0,38.0,7.0,135.6,135.6,
109.0,38.0,0.388,15.0,0.333,13.0,27.0,8.0,105.0,105.0,
113.0,45.0,0.405,12.0,0.24,11.0,27.0,8.0,105.6,105.6,
116.0,44.0,0.53,11.0,0.393,5.0,29.0,8.0,111.9,111.9,
109.0,38.0,0.437,20.0,0.426,13.0,26.0,9.0,115.8,115.8,
124.0,44.0,0.473,12.0,0.4,7.0,32.0,11.0,110.9,110.9,
87.0,32.0,0.41,10.0,0.313,8.0,22.0,5.0,101.7,101.7,
97.0,43.0,0.453,8.0,0.258,11.0,27.0,16.0,111.8,111.8,
139.0,52.0,0.553,12.0,0.414,11.0,27.0,10.0,129.7,129.7,
97.0,44.0,0.468,14.0,0.424,14.0,28.0,9.0,111.2,111.2,
141.0,48.0,0.527,10.0,0.357,13.0,30.0,7.0,130.4,130.4,
111.0,38.0,0.413,11.0,0.333,11.0,26.0,8.0,106.6,106.6,
132.0,52.0,0.525,13.0,0.351,15.0,35.0,5.0,130.5,130.5,
115.0,48.0,0.539,13.0,0.464,6.0,34.0,10.0,119.5,119.5,
132.0,50.0,0.532,15.0,0.417,11.0,28.0,10.0,121.0,121.0,
111.0,41.0,0.39,13.0,0.333,14.0,23.0,13.0,105.7,105.7,
117.0,45.0,0.489,10.0,0.313,8.0,33.0,7.0,114.9,114.9,
94.0,36.0,0.429,8.0,0.286,9.0,27.0,4.0,106.1,106.1,
122.0,48.0,0.462,9.0,0.31,17.0,26.0,8.0,109.9,109.9,
115.0,39.0,0.406,10.0,0.294,15.0,26.0,3.0,104.6,104.6,
131.0,50.0,0.549,15.0,0.469,5.0,28.0,3.0,126.5,126.5,
112.0,50.0,0.472,20.0,0.571,20.0,26.0,6.0,130.2,130.2,
113.0,47.0,0.528,12.0,0.343,8.0,35.0,3.0,123.8,123.8,
152.0,57.0,0.655,21.0,0.636,3.0,41.0,7.0,137.8,137.8,
141.0,53.0,0.495,14.0,0.519,14.0,28.0,8.0,119.3,119.3,
93.0,43.0,0.453,8.0,0.25,12.0,21.0,16.0,104.5,104.5,
133.0,48.0,0.511,15.0,0.405,10.0,27.0,8.0,122.3,122.3,
132.0,49.0,0.445,9.0,0.281,15.0,26.0,7.0,110.9,110.9,
111.0,44.0,0.5,11.0,0.407,10.0,32.0,7.0,116.0,116.0,
103.0,38.0,0.437,8.0,0.308,5.0,23.0,9.0,98.6,98.6,
133.0,54.0,0.574,11.0,0.367,10.0,34.0,5.0,131.7,131.7,
124.0,43.0,0.538,14.0,0.4,8.0,24.0,6.0,119.4,119.4,
122.0,38.0,0.427,13.0,0.361,13.0,23.0,4.0,116.8,116.8,
128.0,43.0,0.439,13.0,0.317,17.0,24.0,7.0,122.7,122.7,
141.0,47.0,0.475,18.0,0.391,17.0,27.0,5.0,132.5,132.5,
114.0,43.0,0.462,16.0,0.41,10.0,24.0,8.0,117.2,117.2,
91.0,38.0,0.418,7.0,0.241,15.0,19.0,10.0,100.9,100.9,
108.0,43.0,0.506,7.0,0.333,11.0,26.0,9.0,116.1,116.1,
94.0,32.0,0.376,11.0,0.306,8.0,22.0,11.0,101.8,101.8,
105.0,34.0,0.382,14.0,0.311,17.0,25.0,10.0,110.5,110.5,
112.0,37.0,0.402,8.0,0.222,9.0,20.0,2.0,95.4,95.4,
92.0,38.0,0.413,5.0,0.179,8.0,21.0,6.0,89.2,89.2,
106.0,38.0,0.437,6.0,0.2,7.0,24.0,4.0,105.3,105.3,
108.0,36.0,0.396,14.0,0.378,9.0,22.0,16.0,92.7,92.7,
123.0,44.0,0.454,10.0,0.323,7.0,22.0,9.0,107.7,107.7,
116.0,38.0,0.458,15.0,0.429,13.0,21.0,9.0,118.2,118.2,
115.0,42.0,0.506,14.0,0.359,5.0,27.0,8.0,118.1,118.1,
108.0,36.0,0.404,8.0,0.308,13.0,23.0,11.0,104.7,104.7,
128.0,52.0,0.531,11.0,0.344,11.0,29.0,7.0,133.9,133.9,
116.0,39.0,0.448,12.0,0.324,12.0,16.0,5.0,117.9,117.9,
99.0,40.0,0.519,7.0,0.304,4.0,24.0,10.0,114.6,114.6,
116.0,43.0,0.462,13.0,0.325,13.0,27.0,8.0,124.0,124.0,
91.0,44.0,0.484,13.0,0.481,12.0,19.0,7.0,117.4,117.4,
132.0,41.0,0.423,13.0,0.342,14.0,24.0,9.0,120.3,120.3,
117.0,40.0,0.455,14.0,0.359,9.0,27.0,7.0,121.0,121.0,
114.0,45.0,0.529,12.0,0.387,8.0,27.0,6.0,122.4,122.4,
113.0,45.0,0.506,12.0,0.387,7.0,34.0,8.0,123.7,123.7,
112.0,36.0,0.424,11.0,0.333,11.0,17.0,5.0,120.1,120.1,
122.0,44.0,0.571,8.0,0.333,8.0,19.0,8.0,125.5,125.5,
109.0,38.0,0.422,10.0,0.333,13.0,21.0,14.0,109.3,109.3,
123.0,43.0,0.512,16.0,0.444,3.0,25.0,8.0,118.2,118.2,
111.0,40.0,0.449,14.0,0.452,13.0,22.0,10.0,119.6,119.6,
127.0,42.0,0.442,8.0,0.258,12.0,20.0,10.0,118.1,118.1,
109.0,43.0,0.443,12.0,0.3,19.0,21.0,6.0,113.6,113.6,
99.0,36.0,0.414,8.0,0.229,16.0,22.0,12.0,104.6,104.6,
94.0,34.0,0.479,13.0,0.361,11.0,26.0,5.0,109.9,109.9,
115.0,38.0,0.447,21.0,0.467,6.0,26.0,7.0,120.4,120.4,
121.0,39.0,0.433,15.0,0.357,12.0,20.0,8.0,115.3,115.3,
121.0,43.0,0.439,7.0,0.194,22.0,27.0,5.0,116.1,116.1,
100.0,31.0,0.383,8.0,0.267,14.0,19.0,4.0,96.9,96.9,
119.0,44.0,0.512,17.0,0.459,9.0,32.0,8.0,127.4,127.4,
116.0,34.0,0.366,13.0,0.382,11.0,18.0,5.0,95.8,95.8,
99.0,39.0,0.398,13.0,0.351,16.0,26.0,13.0,107.8,107.8,
110.0,43.0,0.453,12.0,0.353,15.0,21.0,3.0,119.5,119.5,
108.0,41.0,0.482,7.0,0.28,11.0,17.0,5.0,113.5,113.5,
124.0,46.0,0.548,13.0,0.394,8.0,31.0,6.0,129.9,129.9,
102.0,36.0,0.474,12.0,0.353,2.0,18.0,7.0,109.6,109.6,
110.0,41.0,0.482,13.0,0.406,6.0,30.0,9.0,115.9,115.9,
134.0,50.0,0.5,13.0,0.542,10.0,28.0,3.0,119.8,119.8,
126.0,49.0,0.563,13.0,0.448,6.0,25.0,10.0,120.5,120.5,
117.0,43.0,0.467,10.0,0.25,9.0,25.0,12.0,105.8,105.8,
123.0,37.0,0.407,12.0,0.316,16.0,24.0,7.0,110.4,110.4,
113.0,48.0,0.539,17.0,0.425,11.0,30.0,5.0,129.9,129.9,
120.0,41.0,0.477,13.0,0.394,8.0,25.0,6.0,112.9,112.9,
105.0,38.0,0.452,17.0,0.436,7.0,27.0,7.0,114.6,114.6,
108.0,40.0,0.476,13.0,0.433,8.0,21.0,7.0,110.5,110.5,
109.0,46.0,0.484,16.0,0.372,14.0,25.0,8.0,126.9,126.9,
129.0,45.0,0.489,10.0,0.313,8.0,33.0,7.0,114.9,114.9,
112.0,34.0,0.395,8.0,0.216,6.0,13.0,11.0,96.2,96.2,
127.0,49.0,0.48,12.0,0.353,12.0,28.0,10.0,118.7,118.7,
118.0,38.0,0.481,13.0,0.351,6.0,24.0,10.0,112.7,112.7,
111.0,39.0,0.481,8.0,0.286,4.0,20.0,6.0,105.0,105.0,
86.0,33.0,0.388,4.0,0.148,9.0,19.0,10.0,89.2,89.2,
83.0,27.0,0.333,6.0,0.316,17.0,17.0,3.0,91.8,91.8,
104.0,36.0,0.439,10.0,0.357,12.0,19.0,3.0,106.6,106.6,
108.0,40.0,0.471,6.0,0.25,8.0,22.0,11.0,103.0,103.0,
123.0,43.0,0.453,17.0,0.415,8.0,25.0,7.0,116.2,116.2,
135.0,33.0,0.418,12.0,0.375,10.0,19.0,9.0,113.8,113.8,
126.0,48.0,0.511,15.0,0.405,10.0,27.0,8.0,122.3,122.3,
125.0,51.0,0.51,13.0,0.5,8.0,28.0,8.0,118.9,118.9,
120.0,45.0,0.446,10.0,0.345,9.0,29.0,10.0,111.1,111.1,
116.0,36.0,0.383,11.0,0.306,16.0,24.0,3.0,97.2,97.2,
119.0,48.0,0.505,10.0,0.4,8.0,28.0,8.0,121.6,121.6,
112.0,38.0,0.427,13.0,0.361,13.0,23.0,4.0,116.8,116.8,
116.0,42.0,0.429,10.0,0.345,16.0,20.0,10.0,106.0,106.0,
107.0,40.0,0.43,9.0,0.273,14.0,26.0,8.0,102.1,102.1,
108.0,43.0,0.478,14.0,0.359,10.0,34.0,10.0,109.1,109.1,
94.0,41.0,0.461,12.0,0.343,12.0,24.0,9.0,115.8,115.8,
92.0,38.0,0.437,9.0,0.29,9.0,24.0,7.0,95.6,95.6,
90.0,36.0,0.456,13.0,0.433,7.0,24.0,11.0,102.3,102.3,
115.0,38.0,0.469,14.0,0.452,4.0,26.0,6.0,106.5,106.5,
101.0,40.0,0.513,5.0,0.25,7.0,32.0,10.0,108.0,108.0,
118.0,50.0,0.472,8.0,0.32,15.0,33.0,11.0,118.9,118.9,
106.0,37.0,0.44,7.0,0.28,15.0,23.0,5.0,100.7,100.7,
108.0,40.0,0.455,15.0,0.417,12.0,30.0,8.0,107.1,107.1,
129.0,51.0,0.56,17.0,0.486,10.0,34.0,7.0,130.3,130.3,
133.0,52.0,0.559,15.0,0.5,10.0,37.0,11.0,133.0,133.0,
116.0,42.0,0.452,9.0,0.36,10.0,27.0,11.0,111.3,111.3,
103.0,41.0,0.471,19.0,0.422,8.0,26.0,8.0,117.9,117.9,
109.0,40.0,0.444,13.0,0.333,11.0,27.0,5.0,116.4,116.4,
113.0,42.0,0.545,20.0,0.541,7.0,28.0,11.0,138.0,138.0,
130.0,45.0,0.549,14.0,0.483,8.0,23.0,11.0,118.6,118.6,
105.0,39.0,0.488,12.0,0.414,6.0,31.0,9.0,105.2,105.2,
124.0,50.0,0.532,9.0,0.429,9.0,31.0,10.0,122.2,122.2,
113.0,56.0,0.615,19.0,0.5,11.0,33.0,14.0,137.8,137.8,
122.0,35.0,0.449,19.0,0.463,6.0,25.0,5.0,112.3,112.3,
109.0,36.0,0.419,14.0,0.311,13.0,27.0,8.0,98.3,98.3,
97.0,46.0,0.535,24.0,0.522,5.0,35.0,5.0,134.7,134.7,
92.0,37.0,0.394,6.0,0.194,13.0,17.0,7.0,91.3,91.3,
122.0,34.0,0.405,12.0,0.353,8.0,19.0,4.0,97.8,97.8,
99.0,44.0,0.55,14.0,0.4,4.0,34.0,6.0,117.7,117.7,
133.0,50.0,0.532,10.0,0.333,11.0,27.0,16.0,122.0,122.0,
125.0,47.0,0.495,13.0,0.448,9.0,26.0,15.0,117.5,117.5,
111.0,42.0,0.442,10.0,0.294,13.0,21.0,11.0,107.5,107.5,
127.0,38.0,0.4,11.0,0.306,6.0,23.0,9.0,102.9,102.9,
102.0,41.0,0.446,13.0,0.351,9.0,27.0,10.0,107.4,107.4,
122.0,47.0,0.511,7.0,0.318,11.0,27.0,13.0,121.2,121.2,
99.0,38.0,0.437,5.0,0.217,10.0,15.0,11.0,101.7,101.7,
89.0,32.0,0.36,8.0,0.235,8.0,17.0,4.0,88.9,88.9,
103.0,44.0,0.484,15.0,0.366,8.0,31.0,13.0,113.3,113.3,
111.0,31.0,0.344,13.0,0.317,7.0,23.0,8.0,98.0,98.0,
132.0,47.0,0.522,17.0,0.486,5.0,31.0,3.0,117.8,117.8,
116.0,47.0,0.475,11.0,0.367,14.0,19.0,12.0,109.8,109.8,
114.0,44.0,0.454,12.0,0.4,12.0,27.0,3.0,118.4,118.4,
110.0,39.0,0.402,9.0,0.273,16.0,24.0,16.0,104.1,104.1,
120.0,46.0,0.541,11.0,0.355,7.0,31.0,8.0,116.3,116.3,
107.0,38.0,0.427,16.0,0.327,11.0,20.0,10.0,112.2,112.2,
120.0,38.0,0.447,12.0,0.364,5.0,21.0,6.0,109.1,109.1,
116.0,44.0,0.494,16.0,0.421,10.0,30.0,6.0,122.1,122.1,
124.0,46.0,0.548,17.0,0.415,9.0,30.0,11.0,131.1,131.1,
131.0,48.0,0.539,17.0,0.425,11.0,30.0,5.0,129.9,129.9,
129.0,47.0,0.5,14.0,0.467,10.0,33.0,7.0,118.1,118.1,
125.0,52.0,0.525,13.0,0.351,15.0,35.0,5.0,130.5,130.5,
101.0,36.0,0.419,5.0,0.161,8.0,23.0,8.0,89.9,89.9,
113.0,44.0,0.5,13.0,0.325,8.0,25.0,4.0,119.7,119.7,
126.0,45.0,0.523,17.0,0.425,6.0,33.0,9.0,131.0,131.0,
128.0,51.0,0.548,15.0,0.375,7.0,31.0,10.0,126.3,126.3,
137.0,51.0,0.477,17.0,0.425,10.0,33.0,15.0,113.3,113.3,
105.0,38.0,0.452,13.0,0.433,11.0,19.0,6.0,109.2,109.2,
130.0,52.0,0.531,9.0,0.3,8.0,33.0,7.0,125.6,125.6,
120.0,42.0,0.462,12.0,0.522,8.0,22.0,9.0,110.7,110.7,
96.0,34.0,0.42,4.0,0.125,6.0,20.0,8.0,92.4,92.4,
109.0,45.0,0.489,15.0,0.375,11.0,23.0,7.0,127.9,127.9,
92.0,27.0,0.314,6.0,0.231,12.0,16.0,4.0,76.7,76.7,
111.0,44.0,0.458,10.0,0.345,17.0,21.0,6.0,111.0,111.0,
104.0,45.0,0.506,14.0,0.519,8.0,19.0,6.0,125.4,125.4,
139.0,52.0,0.536,14.0,0.483,12.0,30.0,6.0,131.5,131.5,
97.0,38.0,0.427,10.0,0.27,12.0,25.0,7.0,102.0,102.0,
109.0,38.0,0.447,14.0,0.326,14.0,24.0,7.0,110.5,110.5,
115.0,43.0,0.443,10.0,0.435,14.0,29.0,9.0,108.2,108.2,
133.0,37.0,0.42,12.0,0.316,13.0,23.0,8.0,112.3,112.3,
116.0,42.0,0.438,17.0,0.415,13.0,33.0,9.0,113.1,113.1,
107.0,37.0,0.385,10.0,0.238,14.0,21.0,7.0,104.7,104.7,
113.0,39.0,0.459,13.0,0.481,5.0,28.0,7.0,101.2,101.2,
109.0,41.0,0.466,11.0,0.355,12.0,20.0,9.0,116.0,116.0,
94.0,33.0,0.418,12.0,0.324,8.0,24.0,9.0,93.6,93.6,
100.0,32.0,0.356,17.0,0.378,10.0,21.0,12.0,89.6,89.6,
116.0,44.0,0.484,15.0,0.455,7.0,23.0,7.0,112.7,112.7,
127.0,38.0,0.413,13.0,0.371,14.0,34.0,15.0,111.3,111.3,
118.0,36.0,0.419,13.0,0.333,8.0,30.0,4.0,99.8,99.8,
141.0,47.0,0.5,16.0,0.432,9.0,27.0,9.0,123.9,123.9,
109.0,41.0,0.471,9.0,0.346,4.0,23.0,6.0,99.4,99.4,
103.0,45.0,0.5,12.0,0.364,15.0,28.0,11.0,118.8,118.8,
94.0,37.0,0.402,8.0,0.222,9.0,20.0,2.0,95.4,95.4,
137.0,48.0,0.462,19.0,0.339,14.0,27.0,6.0,119.0,119.0,
125.0,40.0,0.494,12.0,0.353,9.0,28.0,4.0,105.2,105.2,
104.0,37.0,0.44,7.0,0.28,15.0,23.0,5.0,100.7,100.7,
117.0,42.0,0.472,12.0,0.364,10.0,22.0,3.0,112.0,112.0,
122.0,41.0,0.456,12.0,0.4,10.0,23.0,10.0,112.9,112.9,
114.0,38.0,0.458,8.0,0.348,12.0,14.0,10.0,111.4,111.4,
104.0,40.0,0.426,9.0,0.321,13.0,15.0,12.0,111.4,111.4,
107.0,41.0,0.477,8.0,0.333,6.0,20.0,5.0,107.7,107.7,
118.0,39.0,0.448,8.0,0.5,12.0,20.0,11.0,117.2,117.2,
119.0,45.0,0.489,8.0,0.308,14.0,20.0,9.0,118.8,118.8,
118.0,41.0,0.519,10.0,0.417,10.0,23.0,9.0,119.1,119.1,
105.0,45.0,0.459,13.0,0.419,19.0,17.0,8.0,123.6,123.6,
124.0,39.0,0.443,15.0,0.366,8.0,21.0,6.0,105.8,105.8,
119.0,41.0,0.482,9.0,0.45,12.0,24.0,4.0,112.4,112.4,
114.0,42.0,0.488,6.0,0.222,11.0,20.0,6.0,121.4,121.4,
111.0,38.0,0.521,7.0,0.412,8.0,19.0,7.0,119.7,119.7,
123.0,47.0,0.5,8.0,0.348,12.0,19.0,6.0,121.8,121.8,
118.0,42.0,0.457,15.0,0.319,9.0,26.0,13.0,106.3,106.3,
112.0,40.0,0.421,7.0,0.219,13.0,24.0,5.0,108.2,108.2,
103.0,33.0,0.388,11.0,0.297,11.0,26.0,8.0,107.3,107.3,
109.0,33.0,0.413,17.0,0.447,12.0,24.0,5.0,111.9,111.9,
111.0,32.0,0.41,13.0,0.382,10.0,17.0,2.0,101.5,101.5,
109.0,41.0,0.423,8.0,0.333,13.0,24.0,12.0,103.2,103.2,
130.0,44.0,0.484,8.0,0.276,8.0,27.0,8.0,106.4,106.4,
131.0,44.0,0.44,21.0,0.477,12.0,22.0,7.0,111.7,111.7,
127.0,53.0,0.515,10.0,0.303,13.0,25.0,11.0,125.9,125.9,
127.0,49.0,0.544,11.0,0.524,10.0,26.0,13.0,124.6,124.6,
134.0,36.0,0.424,4.0,0.19,10.0,20.0,8.0,102.7,102.7,
99.0,37.0,0.44,8.0,0.333,9.0,19.0,7.0,101.0,101.0,
105.0,41.0,0.406,9.0,0.231,12.0,22.0,11.0,92.4,92.4,
129.0,39.0,0.459,10.0,0.357,4.0,28.0,4.0,106.3,106.3,
101.0,38.0,0.463,11.0,0.44,8.0,19.0,12.0,100.7,100.7,
108.0,39.0,0.453,7.0,0.292,13.0,15.0,5.0,110.2,110.2,
109.0,39.0,0.488,17.0,0.378,7.0,24.0,13.0,106.9,106.9,
112.0,39.0,0.506,10.0,0.385,8.0,17.0,5.0,114.7,114.7,
95.0,35.0,0.427,11.0,0.314,5.0,18.0,14.0,99.6,99.6,
114.0,40.0,0.43,15.0,0.405,12.0,27.0,11.0,114.0,114.0,
122.0,35.0,0.449,12.0,0.333,6.0,17.0,7.0,116.9,116.9,
100.0,44.0,0.494,16.0,0.421,10.0,30.0,6.0,122.1,122.1,
106.0,34.0,0.466,9.0,0.375,9.0,16.0,11.0,114.5,114.5,
94.0,33.0,0.418,11.0,0.355,4.0,20.0,8.0,90.7,90.7,
117.0,44.0,0.468,12.0,0.316,13.0,24.0,11.0,117.5,117.5,
113.0,39.0,0.488,12.0,0.387,6.0,24.0,9.0,119.4,119.4,
123.0,43.0,0.518,4.0,0.19,11.0,23.0,6.0,117.0,117.0,
106.0,37.0,0.451,19.0,0.487,8.0,26.0,6.0,106.6,106.6,
96.0,34.0,0.447,14.0,0.438,6.0,15.0,2.0,109.7,109.7,
113.0,41.0,0.477,15.0,0.357,10.0,30.0,7.0,128.2,128.2,
117.0,46.0,0.505,12.0,0.444,7.0,27.0,7.0,118.3,118.3,
94.0,31.0,0.378,7.0,0.226,10.0,15.0,11.0,92.0,92.0,
121.0,35.0,0.449,7.0,0.233,11.0,21.0,11.0,87.3,87.3,
127.0,27.0,0.333,6.0,0.316,17.0,17.0,3.0,91.8,91.8,
126.0,36.0,0.439,10.0,0.357,12.0,19.0,3.0,106.6,106.6,
113.0,42.0,0.447,11.0,0.367,13.0,23.0,7.0,110.1,110.1,
106.0,40.0,0.533,11.0,0.393,7.0,23.0,11.0,113.9,113.9,
135.0,50.0,0.532,15.0,0.429,11.0,26.0,10.0,136.8,136.8,
109.0,41.0,0.406,9.0,0.25,16.0,26.0,12.0,107.2,107.2,
118.0,41.0,0.488,11.0,0.324,10.0,22.0,5.0,107.8,107.8,
94.0,38.0,0.437,8.0,0.308,5.0,23.0,9.0,98.6,98.6,
94.0,36.0,0.462,7.0,0.28,8.0,20.0,8.0,106.8,106.8,
122.0,33.0,0.398,10.0,0.333,10.0,21.0,4.0,100.9,100.9,
106.0,36.0,0.424,9.0,0.243,6.0,17.0,6.0,101.5,101.5,
103.0,41.0,0.418,11.0,0.25,10.0,25.0,8.0,101.6,101.6,
116.0,46.0,0.489,14.0,0.4,8.0,34.0,6.0,118.5,118.5,
111.0,37.0,0.481,3.0,0.125,7.0,18.0,8.0,95.1,95.1,
106.0,41.0,0.488,17.0,0.515,5.0,26.0,5.0,111.2,111.2,
106.0,37.0,0.487,13.0,0.371,8.0,24.0,1.0,114.5,114.5,
107.0,40.0,0.482,17.0,0.586,8.0,24.0,5.0,122.5,122.5,
123.0,39.0,0.494,14.0,0.4,10.0,18.0,6.0,122.8,122.8,
105.0,41.0,0.451,17.0,0.327,9.0,24.0,10.0,99.0,99.0,
125.0,46.0,0.489,16.0,0.39,4.0,33.0,6.0,127.6,127.6,
107.0,39.0,0.448,4.0,0.148,8.0,21.0,3.0,111.0,111.0,
104.0,40.0,0.455,15.0,0.417,12.0,30.0,8.0,107.1,107.1,
109.0,42.0,0.472,8.0,0.235,8.0,25.0,6.0,105.0,105.0,
126.0,53.0,0.515,6.0,0.231,10.0,32.0,12.0,122.0,122.0,
112.0,40.0,0.412,15.0,0.417,12.0,22.0,4.0,107.6,107.6,
97.0,38.0,0.447,16.0,0.4,5.0,21.0,7.0,101.6,101.6,
114.0,38.0,0.384,11.0,0.289,12.0,21.0,8.0,91.5,91.5,
111.0,37.0,0.457,10.0,0.455,9.0,22.0,9.0,114.3,114.3,
109.0,43.0,0.467,13.0,0.371,11.0,19.0,7.0,108.3,108.3,
101.0,38.0,0.463,8.0,0.229,11.0,26.0,3.0,110.2,110.2,
109.0,34.0,0.374,7.0,0.194,17.0,20.0,8.0,93.3,93.3,
100.0,33.0,0.355,17.0,0.386,13.0,19.0,6.0,105.1,105.1,
119.0,44.0,0.512,8.0,0.333,9.0,23.0,5.0,120.4,120.4,
125.0,43.0,0.506,16.0,0.432,10.0,23.0,6.0,129.7,129.7,
